timestamp,mellow
1438295564848309,1.0
1438295564917278,1.0
1438295565064949,1.0
1438295565134582,1.0
1438295565219396,1.0
1438295565365669,1.0
1438295565437132,1.0
1438295565500042,1.0
1438295565669417,1.0
1438295565714572,1.0
1438295565801110,1.0
1438295565949610,1.0
1438295566014840,1.0
1438295566174450,1.0
1438295566232231,1.0
1438295566311290,1.0
1438295566448330,1.0
1438295566532754,1.0
1438295566599979,1.0
1438295566749583,1.0
1438295566822141,1.0
1438295566966456,1.0
1438295567048203,1.0
1438295567116696,1.0
1438295567264453,1.0
1438295567332035,1.0
1438295567400725,1.0
1438295567549349,1.0
1438295567632234,1.0
1438295567698332,1.0
1438295567848211,1.0
1438295567914041,1.0
1438295568065703,1.0
1438295568132051,1.0
1438295568231206,1.0
1438295568364514,1.0
1438295568432070,1.0
1438295568497959,0.98961341381073
1438295568647602,0.9769865870475769
1438295568734077,0.9636062383651733
1438295568797964,0.9498827457427979
1438295568948217,0.9361697435379028
1438295569017354,0.9230990409851074
1438295569164487,0.9106706380844116
1438295569232103,0.8988845944404602
1438295569316860,0.8873125910758972
1438295569466965,0.8751087784767151
1438295569530890,0.8622626066207886
1438295569598795,0.8487741351127625
1438295569749482,0.8346433639526367
1438295569813949,0.819442093372345
1438295569898717,0.802742063999176
1438295570050600,0.789572536945343
1438295570149836,0.789572536945343
1438295570265630,0.801765501499176
1438295570332138,0.815359890460968
1438295570416229,0.8291739821434021
1438295570564662,0.843010425567627
1438295570630293,0.8568869829177856
1438295570698622,0.8707634806632996
1438295570852553,0.8846400380134583
1438295570917352,0.8982909321784973
1438295570998791,0.9114904403686523
1438295571147683,0.9244241714477539
1438295571215862,0.9372671842575073
1438295571366957,0.950110137462616
1438295571437238,0.9629531502723694
1438295571514725,0.9762116074562073
1438295571647594,0.9898855090141296
1438295571732192,1.0
1438295571798688,1.0
1438295571947925,1.0
1438295572015904,1.0
1438295572099937,0.9899688959121704
1438295572232123,0.9791536927223206
1438295572314689,0.9679010510444641
1438295572467086,0.95578533411026
1438295572533230,0.9421961307525635
1438295572599333,0.927425742149353
1438295572748063,0.9121642112731934
1438295572832184,0.8960751891136169
1438295572902491,0.879375159740448
1438295573046829,0.8626751899719238
1438295573118794,0.8459751605987549
1438295573198186,0.8292751908302307
1438295573349637,0.8132522106170654
1438295573417378,0.7979062795639038
1438295573566512,0.783581018447876
1438295573630687,0.770466148853302
1438295573697489,0.7583001852035522
1438295573847603,0.7480319738388062
1438295573940366,0.7480319738388062
1438295574000528,0.7480319738388062
1438295574148537,0.7591259479522705
1438295574214740,0.7704097628593445
1438295574300054,0.7816935181617737
1438295574430846,0.7929773330688477
1438295574517244,0.8042610883712769
1438295574667092,0.8157705664634705
1438295574730752,0.827957034111023
1438295574797896,0.8403692245483398
1438295574946746,0.852781355381012
1438295575013925,0.8651935458183289
1438295575096662,0.8777185082435608
1438295575269343,0.8894165754318237
1438295575315822,0.9000053405761719
1438295575398838,0.910362184047699
1438295575531882,0.9205374717712402
1438295575614777,0.9205374717712402
1438295575747030,0.9205374717712402
1438295575830265,0.9205374717712402
1438295575911216,0.9205374717712402
1438295576046474,0.9090108275413513
1438295576132980,0.8947613835334778
1438295576200304,0.8801488876342773
1438295576348096,0.8653044700622559
1438295576413856,0.8495867848396301
1438295576500277,0.832886815071106
1438295576632493,0.816186785697937
1438295576712695,0.7994868159294128
1438295576854363,0.7827867865562439
1438295576932702,0.7660868167877197
1438295576997339,0.7493867874145508
1438295577146921,0.7326868176460266
1438295577213880,0.7159867882728577
1438295577300552,0.6992868185043335
1438295577449222,0.6825867891311646
1438295577515193,0.6664086580276489
1438295577597866,0.6520017385482788
1438295577736878,0.6401568055152893
1438295577830394,0.6298141479492188
1438295577946986,0.6298141479492188
1438295578030752,0.6298141479492188
1438295578100525,0.6298141479492188
1438295578246798,0.6402031183242798
1438295578316087,0.650786280632019
1438295578397392,0.6615433692932129
1438295578529400,0.6724744439125061
1438295578616081,0.6835794448852539
1438295578685802,0.6950323581695557
1438295578830774,0.7066378593444824
1438295578915765,0.7182433605194092
1438295579046384,0.7300477027893066
1438295579130886,0.7418519854545593
1438295579197637,0.7534574866294861
1438295579346770,0.7649896740913391
1438295579413299,0.7772176861763
1438295579501350,0.7902008891105652
1438295579628820,0.8035617470741272
1438295579716031,0.8169226050376892
1438295579865568,0.8302537798881531
1438295579930860,0.8437588810920715
1438295580013637,0.8582525849342346
1438295580146238,0.873560905456543
1438295580229381,0.8888692259788513
1438295580297579,0.9041775465011597
1438295580449367,0.9193119406700134
1438295580517291,0.9342723488807678
1438295580597344,0.9494067430496216
1438295580728794,0.9645410776138306
1438295580812602,0.9798198342323303
1438295580963995,0.9950985312461853
1438295581033259,1.0
1438295581097275,1.0
1438295581246913,1.0
1438295581333199,1.0
1438295581397372,1.0
1438295581547021,1.0
1438295581615946,1.0
1438295581697443,1.0
1438295581829377,1.0
1438295581915984,1.0
1438295582046808,1.0
1438295582129657,1.0
1438295582197506,1.0
1438295582348061,1.0
1438295582429452,1.0
1438295582497539,1.0
1438295582646273,1.0
1438295582714495,1.0
1438295582781969,1.0
1438295582949488,1.0
1438295583016028,1.0
1438295583145504,1.0
1438295583231824,1.0
1438295583296516,1.0
1438295583448296,1.0
1438295583513330,1.0
1438295583597131,1.0
1438295583746351,1.0
1438295583813349,1.0
1438295583883718,1.0
1438295584029272,1.0
1438295584113275,1.0
1438295584245609,1.0
1438295584331929,1.0
1438295584399499,1.0
1438295584549933,1.0
1438295584611930,1.0
1438295584696099,1.0
1438295584829533,1.0
1438295584913920,1.0
1438295584980153,1.0
1438295585132478,1.0
1438295585213229,1.0
1438295585348033,1.0
1438295585430653,1.0
1438295585510804,1.0
1438295585648105,1.0
1438295585713365,1.0
1438295585797874,1.0
1438295585931829,0.9898209571838379
1438295586013401,0.9793299436569214
1438295586080082,0.9793299436569214
1438295586241907,0.9793299436569214
1438295586299820,0.9793299436569214
1438295586445493,0.9793299436569214
1438295586529442,0.9793299436569214
1438295586597323,0.9900778532028198
1438295586746366,1.0
1438295586813319,1.0
1438295586881934,1.0
1438295587029236,1.0
1438295587113361,1.0
1438295587180016,1.0
1438295587331275,1.0
1438295587398606,1.0
1438295587545562,1.0
1438295587631890,1.0
1438295587696158,1.0
1438295587846302,1.0
1438295587913283,1.0
1438295587979175,1.0
1438295588130388,1.0
1438295588213629,1.0
1438295588280009,1.0
1438295588429454,1.0
1438295588498636,1.0
1438295588650080,1.0
1438295588728898,1.0
1438295588796100,1.0
1438295588946560,1.0
1438295589015658,1.0
1438295589079932,1.0
1438295589231757,1.0
1438295589312066,1.0
1438295589379910,1.0
1438295589529257,1.0
1438295589595914,1.0
1438295589746733,1.0
1438295589812953,1.0
1438295589898515,1.0
1438295590045546,1.0
1438295590113259,1.0
1438295590180068,1.0
1438295590329317,1.0
1438295590398328,1.0
1438295590480050,1.0
1438295590633119,1.0
1438295590696014,1.0
1438295590845966,1.0
1438295590915737,1.0
1438295590999225,1.0
1438295591148046,1.0
1438295591212185,1.0
1438295591280187,1.0
1438295591429358,1.0
1438295591496012,1.0
1438295591582622,1.0
1438295591728738,1.0
1438295591795805,1.0
1438295591945433,1.0
1438295592012096,1.0
1438295592097490,1.0
1438295592229267,1.0
1438295592311972,1.0
1438295592383836,1.0
1438295592549293,1.0
1438295592598452,1.0
1438295592748609,1.0
1438295592827505,1.0
1438295592895046,1.0
1438295593045547,1.0
1438295593111902,1.0
1438295593206328,1.0
1438295593329342,1.0
1438295593411425,1.0
1438295593479810,1.0
1438295593629364,1.0
1438295593698610,1.0
1438295593845451,1.0
1438295593915092,0.9881730675697327
1438295593997260,0.9735936522483826
1438295594145506,0.9578479528427124
1438295594211383,0.9431437253952026
1438295594278652,0.9300406575202942
1438295594429295,0.9183781743049622
1438295594514677,0.9079131484031677
1438295594580000,0.8978472352027893
1438295594729193,0.8978472352027893
1438295594796059,0.8978472352027893
1438295594945456,0.8978472352027893
1438295595011856,0.8978472352027893
1438295595110455,0.8978472352027893
1438295595245816,0.8978472352027893
1438295595311933,0.8978472352027893
1438295595378640,0.8978472352027893
1438295595529873,0.9079851508140564
1438295595612070,0.9188597798347473
1438295595681018,0.9301469922065735
1438295595827989,0.9416012763977051
1438295595896115,0.9533894658088684
1438295596045644,0.9650107026100159
1438295596115727,0.9759368896484375
1438295596193892,0.9861814379692078
1438295596344211,0.9861814379692078
1438295596411911,0.9861814379692078
1438295596478654,0.9861814379692078
1438295596627660,0.9861814379692078
1438295596695823,0.9861814379692078
1438295596782421,0.9861814379692078
1438295596927923,0.9861814379692078
1438295596996546,0.9861814379692078
1438295597143859,0.9861814379692078
1438295597211266,0.9735816717147827
1438295597295129,0.9582911729812622
1438295597430019,0.9423279166221619
1438295597511886,0.9263646602630615
1438295597585949,0.910401463508606
1438295597728050,0.8955913782119751
1438295597794581,0.8816889524459839
1438295597881280,0.8679680824279785
1438295598011717,0.8544286489486694
1438295598095966,0.8414338827133179
1438295598244126,0.8295281529426575
1438295598315654,0.8295281529426575
1438295598394680,0.8395972847938538
1438295598527433,0.8501575589179993
1438295598612048,0.8607178926467896
1438295598678334,0.8712781667709351
1438295598829426,0.881592869758606
1438295598897105,0.8919075727462769
1438295598978892,0.9022818207740784
1438295599111918,0.9126560688018799
1438295599197744,0.9230303168296814
1438295599344225,0.9334045648574829
1438295599411859,0.9437788128852844
1438295599493779,0.9544060826301575
1438295599627987,0.9645272493362427
1438295599711433,0.9645272493362427
1438295599777816,0.9645272493362427
1438295599928137,0.9645272493362427
1438295599992585,0.9645272493362427
1438295600078963,0.9541767835617065
1438295600229593,0.9421156644821167
1438295600297220,0.9298689961433411
1438295600445384,0.9174367785453796
1438295600512058,0.9046334028244019
1438295600596588,0.8912734389305115
1438295600727982,0.8762434124946594
1438295600826899,0.8607713580131531
1438295600879647,0.8472639918327332
1438295601027605,0.8352301716804504
1438295601094563,0.8234419226646423
1438295601180798,0.8118025660514832
1438295601310551,0.8001631498336792
1438295601397204,0.78852379322052
1438295601526742,0.7768843770027161
1438295601612378,0.7652449607849121
1438295601678531,0.7536056041717529
1438295601829218,0.741966187953949
1438295601910620,0.730326771736145
1438295601978404,0.7186874151229858
1438295602151175,0.7070479989051819
1438295602194660,0.6955667734146118
1438295602278993,0.684085488319397
1438295602410552,0.6723433136940002
1438295602495078,0.6598183512687683
1438295602627995,0.6446839570999146
1438295602712644,0.6279839277267456
1438295602789789,0.6112839579582214
1438295602927871,0.5945839285850525
1438295603010863,0.5778839588165283
1438295603079917,0.5611839294433594
1438295603226933,0.5444839596748352
1438295603295094,0.5277839303016663
1438295603380657,0.5110839605331421
1438295603510572,0.49438396096229553
1438295603594640,0.477683961391449
1438295603729500,0.4609839618206024
1438295603810552,0.44456228613853455
1438295603878556,0.4291360080242157
1438295604027446,0.4163018763065338
1438295604094410,0.4056837558746338
1438295604177224,0.4056837558746338
1438295604326201,0.4056837558746338
1438295604394659,0.4056837558746338
1438295604462832,0.4056837558746338
1438295604616170,0.3953970968723297
1438295604713252,0.3837920129299164
1438295604827956,0.3720453977584839
1438295604912419,0.36044031381607056
1438295604977202,0.3493529260158539
1438295605129351,0.3493529260158539
1438295605193208,0.3493529260158539
1438295605277438,0.3493529260158539
1438295605426079,0.3493529260158539
1438295605492577,0.360444039106369
1438295605644340,0.3714718520641327
1438295605709443,0.38207507133483887
1438295605794777,0.38207507133483887
1438295605926677,0.38207507133483887
1438295606010622,0.3718838393688202
1438295606077310,0.3611167371273041
1438295606229728,0.35034963488578796
1438295606292991,0.33958253264427185
1438295606378696,0.32881543040275574
1438295606510502,0.32881543040275574
1438295606595670,0.32881543040275574
1438295606744266,0.32881543040275574
1438295606810814,0.34040477871894836
1438295606900736,0.3542553782463074
1438295607025356,0.36931276321411133
1438295607112122,0.38478079438209534
1438295607177534,0.40038570761680603
1438295607326781,0.41585373878479004
1438295607392609,0.43132176995277405
1438295607477330,0.44678983092308044
1438295607608696,0.46225786209106445
1438295607693323,0.47772589325904846
1438295607826841,0.49317339062690735
1438295607914180,0.5086208581924438
1438295607980553,0.5240471363067627
1438295608126724,0.5394734144210815
1438295608211372,0.5548996925354004
1438295608277424,0.5703259706497192
1438295608426970,0.5851861238479614
1438295608494733,0.598413348197937
1438295608559861,0.6089333891868591
1438295608711797,0.5986963510513306
1438295608793326,0.5865848064422607
1438295608928007,0.5737534165382385
1438295609009493,0.5610659718513489
1438295609076954,0.5481184124946594
1438295609225566,0.5347144603729248
1438295609311945,0.5208710432052612
1438295609377305,0.506596028804779
1438295609529210,0.4917323887348175
1438295609592534,0.47591131925582886
1438295609661003,0.4596586525440216
1438295609829160,0.44404107332229614
1438295609893350,0.4290826916694641
1438295610025395,0.41500324010849
1438295610109128,0.40114355087280273
1438295610177221,0.38774773478507996
1438295610327386,0.3763960599899292
1438295610393215,0.3763960599899292
1438295610481461,0.3763960599899292
1438295610626878,0.3763960599899292
1438295610695850,0.3763960599899292
1438295610759910,0.3763960599899292
1438295610909062,0.3763960599899292
1438295610993280,0.3763960599899292
1438295611134071,0.3763960599899292
1438295611216133,0.3763960599899292
1438295611277193,0.3763960599899292
1438295611426759,0.3763960599899292
1438295611493885,0.3763960599899292
1438295611579829,0.3763960599899292
1438295611750596,0.36634090542793274
1438295611793251,0.35584625601768494
1438295611859898,0.3447451591491699
1438295612009303,0.33226409554481506
1438295612077164,0.31834158301353455
1438295612225551,0.3024936318397522
1438295612309310,0.28613442182540894
1438295612388856,0.2694344222545624
1438295612524913,0.2527344226837158
1438295612591849,0.23603443801403046
1438295612661297,0.2193344384431839
1438295612827488,0.20263443887233734
1438295612891189,0.18593443930149078
1438295612960116,0.17003731429576874
1438295613108652,0.1560671329498291
1438295613175828,0.1446661651134491
1438295613325549,0.1446661651134491
1438295613411838,0.1446661651134491
1438295613481021,0.1446661651134491
1438295613625347,0.1446661651134491
1438295613694439,0.1446661651134491
1438295613757834,0.15489491820335388
1438295613911611,0.16512367129325867
1438295613994601,0.17576991021633148
1438295614059938,0.18704241514205933
1438295614209221,0.19914992153644562
1438295614309720,0.21209241449832916
1438295614427851,0.22560228407382965
1438295614509135,0.23932625353336334
1438295614578391,0.2528627812862396
1438295614727637,0.2663993239402771
1438295614791356,0.27976542711257935
1438295614859706,0.29227951169013977
1438295615012502,0.3045794665813446
1438295615091910,0.3164949417114258
1438295615158279,0.3282400071620941
1438295615308021,0.3396442234516144
1438295615375754,0.35092175006866455
1438295615525332,0.36218664050102234
1438295615595044,0.3736219108104706
1438295615675965,0.3853980302810669
1438295615825437,0.39768534898757935
1438295615894618,0.41014307737350464
1438295615958413,0.4219416081905365
1438295616108085,0.4320315718650818
1438295616176194,0.4320315718650818
1438295616259984,0.4320315718650818
1438295616409158,0.4216919243335724
1438295616475966,0.4113523066043854
